,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,🤰🤰🤰 발리 아야나 리조트 태교여행 5살과 함께..,https://www.youtube.com/watch?v=y-8JnFcz2YM,918,2023-07-19,0:13:16,
1,쇼핑천국 LA !!! 브이로그,https://www.youtube.com/watch?v=WfVKPwcksM4,666,2023-05-14,0:10:48,
2,디자이너가 짚어주는 당장 따라 입기 좋은 2023 올봄여름 트렌드!  2023 S/S trend!,https://www.youtube.com/watch?v=sm3v3v7_hcc,907,2023-04-03,0:07:29,
3,"샤넬 샤식스 하울! + 샤넬신상  스카프 , 제니 타월 가방 등등 명품하울!",https://www.youtube.com/watch?v=I_LkBAdsF2U,2042,2023-03-14,0:09:08,
4,아이템으로 초 간단하게 y2k 무드 흉내내기!!,https://www.youtube.com/watch?v=QlOByFFoEio,674,2023-02-13,0:06:45,
5,⛄️❄️지긋지긋 한파!!! ❄️⛄️패션으로 승화하자!?! 한파패션 룩북⛄️,https://www.youtube.com/watch?v=uUCqSEXIEjY,934,2023-01-16,0:07:27,
6,"기린하고 밥을 같이먹는 푸꾸옥 , 신상 리젠트호텔 에서 가족여행 즐기기!",https://www.youtube.com/watch?v=_RlimkNBCkc,4344,2022-12-27,0:24:14,
7,자라 X 아더에러 콜라보 !  디지털 전시 랜선 구경 !!,https://www.youtube.com/watch?v=LoN6Pq5uXGE,774,2022-12-05,0:06:17,
8,"Enjoy paris ! P 의 좌충우돌 투어,, 모나리자 보는데 줄이 이렇게 길줄이야,,,",https://www.youtube.com/watch?v=ZPYYlHwTKcI,532,2022-11-29,0:10:10,
9,"세계최초 자크뮈스 팝업매장!  vip쇼핑룸? 에서쇼핑  , ERL 퍼렐패딩 득템 vlog",https://www.youtube.com/watch?v=auSMHkEg3rI,1980,2022-11-15,0:11:02,
10,샤넬 패션위크에가면 제니 볼수 있을까? 해외촬영 +파리 패션위크 맛보기 브이로그,https://www.youtube.com/watch?v=uoSyr8Lym8E,1780,2022-11-07,0:09:50,
11,힙한것 부터 모던한것까지!  디자이너가 추천하는 국내 개인브랜드 6선!,https://www.youtube.com/watch?v=tJVyP3DcSVA,2408,2022-10-02,0:11:18,
12,✨샤넬 ✨미우미우✨발렌시아가✨럭셔리 템 🛍쇼핑하울 🛍,https://www.youtube.com/watch?v=PAYuJAOXsZ4,1759,2022-09-15,0:11:06,
13,🐳직항 으로 4시간 만에 만날 수 있는 천국 리조트 🐳 테라스 열면 바로 수영장  필리핀 보홀 여행🌴,https://www.youtube.com/watch?v=RGx7L3SAS04,6247,2022-08-25,0:19:40,
14,포르쉐 911 4gts 오너 VIP행사 다녀왔어요!  디자이너 이면서 엄마의 이중 생활 vlog,https://www.youtube.com/watch?v=MyoyGowj7yU,3222,2022-08-14,0:11:38,
15,🌴 바캉스 코디  👙수영복 비키니 커버업 패션까지 총출동! 🎁구독자 이벤트 있음🎁,https://www.youtube.com/watch?v=TaWUyHrGOzA,3667,2022-07-27,0:11:11,
16,★ 동대문 사장님 의 밀착 24시 ! ★ ⓥⓛⓞⓖ ★,https://www.youtube.com/watch?v=2EeTec91Glg,2448,2022-07-12,0:09:58,
