,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
1,"올리브영 물미역 헤어제품 추천템 6가지✨☑️ |  찐 애정템 A to Z | 두피관리, 헤어트리트먼트,홈케어 | 아도르,차홍,미쟝센,그로우어스,커리쉴",https://www.youtube.com/watch?v=NJCJLtfKKCg,18332,2023-04-29,0:19:18,168
2,직장인들 이거 하나 있으면,https://www.youtube.com/watch?v=fB59EDyFzD4,3732,2022-12-31,0:06:37,33
3,"뉴진스 메이크업하고☁︎ 앞볼, 눈밑 필러 녹인 이유 | 눈밑필러 부작용 | GRWM💙",https://www.youtube.com/watch?v=5ZCZtu1QA4w,2474,2022-12-06,0:14:16,36
4,칼단발 필수 시청❤️‍🔥 초간단 테슬컷 스타일링💇‍♀️ | 최양락머리 탈출하기 | 단발머리안뻗치는법,https://www.youtube.com/watch?v=296j9T-0vnY,1140,2022-11-19,0:07:29,21
5,여자아이들 nxde 전소연 st 메이크업 | 데일리ver #여자아이들 #nxde #전소연메이크업,https://www.youtube.com/watch?v=Rgq4S70Z1Zk,1201,2022-11-06,0:10:53,29
6,"뉴진스st 메이크업 | 아쿠아필, 밑트임 뒷트임 썰 푼다,,💁🏻‍♀️ | 한듯 안한듯 할 건 다한💙 데일리 메이크업",https://www.youtube.com/watch?v=2E6fxx0KVt4,2248,2022-10-22,0:17:33,41
7,얘네 데리고 오는게 아니였는데🤦🏻‍♀️.. 찐친들이랑 호캉스가서 뭐하고 노냐고요?🔥 일단 공쥬들아 배틀을 신청한ㄷr✨💕👸 | 호캉스VLOG,https://www.youtube.com/watch?v=Ch78eo78ch4,871,2022-10-06,0:07:01,14
8,요즘 딱 하기좋은 힙한 누드 메이크업🖤 | 속건조+트러블 잡는 피부과 추천템 | 쿨톤저격 SUBS,https://www.youtube.com/watch?v=0B-pyqBsdwM,718,2022-09-01,0:15:48,22
9,친오빠랑 데이트 브이로그💖 | 쇼핑 브이로그 | 찐남매 | 현실남매 맞습니댜......🐶,https://www.youtube.com/watch?v=fihDOag8SQY,3467,2022-08-08,0:15:20,31
